Índice;Torrent;Titulo (Año);Titulo;Año;Calidad;Resolucion;Tipo;Idioma;Capitulo;Índice;Magnet;Infohash;ID;Score;Url
508;Castigo [HDTV][1080p][Cap.104];Castigo;Castigo;;HDTV;FHD;Serie;;104;508;magnet:?xt=urn:btih:94653f875b7436633bad7b0d1da34f50aad9fa51;94653f875b7436633bad7b0d1da34f50aad9fa51;0;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
509;Castigo [HDTV][1080p][Cap.105];Castigo;Castigo;;HDTV;FHD;Serie;;105;509;magnet:?xt=urn:btih:b99e87a259f7ed43f94191857e9d4be8cf099843;b99e87a259f7ed43f94191857e9d4be8cf099843;0;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
510;Castigo [HDTV][1080p][Cap.106];Castigo;Castigo;;HDTV;FHD;Serie;;106;510;magnet:?xt=urn:btih:8b29ceb931aaf8c06375a02ade5279c299edf133;8b29ceb931aaf8c06375a02ade5279c299edf133;0;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
511;Castigo [HDTV][480p][Cap.101];Castigo;Castigo;;HDTV;SD;Serie;;101;511;magnet:?xt=urn:btih:68a7db022473895bedb1320b1901059eb37581e4;68a7db022473895bedb1320b1901059eb37581e4;38b5cbb9beba1c5156059f18c861c3f9ab682df1;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
512;Castigo [HDTV][480p][Cap.102];Castigo;Castigo;;HDTV;SD;Serie;;102;512;magnet:?xt=urn:btih:daf2fe203188aa99561c76476f8a96a7f8b4ea09;daf2fe203188aa99561c76476f8a96a7f8b4ea09;3d44674e025434ce09e93f7daaa19679848022bf;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
513;Castigo [HDTV][480p][Cap.103];Castigo;Castigo;;HDTV;SD;Serie;;103;513;magnet:?xt=urn:btih:c3ef140f5687f0820b9da6c8c8798a60789c590a;c3ef140f5687f0820b9da6c8c8798a60789c590a;8207e210de3b393310370a19e5736532f1680155;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
514;Castigo [HDTV][480p][Cap.104];Castigo;Castigo;;HDTV;SD;Serie;;104;514;magnet:?xt=urn:btih:ef0eda1ffa5c252d22039e7016c4c46403b2f65a;ef0eda1ffa5c252d22039e7016c4c46403b2f65a;a39608a7f495abd60e13d03cbfb35790a59856c8;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
515;Castigo [HDTV][480p][Cap.105];Castigo;Castigo;;HDTV;SD;Serie;;105;515;magnet:?xt=urn:btih:a2ac96d8ce6b4a3f2636c7529962a93e6069a8a8;a2ac96d8ce6b4a3f2636c7529962a93e6069a8a8;03fe40804dfd1842ee5fdfdded78dd60b3c9929e;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
516;Castigo [HDTV][480p][Cap.106];Castigo;Castigo;;HDTV;SD;Serie;;106;516;magnet:?xt=urn:btih:e0345acb781c8ca817c79a7ed84a950eea10f008;e0345acb781c8ca817c79a7ed84a950eea10f008;5d46a26f82be1c3829e30a80b6dfe15d33549537;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
517;Castigo [HDTV][720p][Cap.101];Castigo;Castigo;;HDTV;HD;Serie;;101;517;magnet:?xt=urn:btih:94c1c88a79936be6cad7d90b3c78f99e140fac36;94c1c88a79936be6cad7d90b3c78f99e140fac36;f000448d3c743340b5b444ba42dc98917935520d;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
518;Castigo [HDTV][720p][Cap.102];Castigo;Castigo;;HDTV;HD;Serie;;102;518;magnet:?xt=urn:btih:46b02d08ca61ce4d5df8a3597eb6f8ed1a283d69;46b02d08ca61ce4d5df8a3597eb6f8ed1a283d69;7c451d50cfde64531b01a8bfac96fb341e62fe00;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
519;Castigo [HDTV][720p][Cap.103];Castigo;Castigo;;HDTV;HD;Serie;;103;519;magnet:?xt=urn:btih:8fcfee2bef2fdd6299a38ad5ab5c1f895a959d2f;8fcfee2bef2fdd6299a38ad5ab5c1f895a959d2f;98b8107f4c8516bf8bf1c4a1b4856d9533bab626;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
520;Castigo [HDTV][720p][Cap.104];Castigo;Castigo;;HDTV;HD;Serie;;104;520;magnet:?xt=urn:btih:5af74e74d18c801c931a77ec6f531d049c40d8e3;5af74e74d18c801c931a77ec6f531d049c40d8e3;f479aa60fc3b6bb1b31113d3eb39739699c2b1f1;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
521;Castigo [HDTV][720p][Cap.105];Castigo;Castigo;;HDTV;HD;Serie;;105;521;magnet:?xt=urn:btih:3db8a6d3faa8594aacb401831af924317cb8df03;3db8a6d3faa8594aacb401831af924317cb8df03;bdd99e2e26e235cc283d51cd83ca07638698bc81;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
522;Castigo [HDTV][720p][Cap.106];Castigo;Castigo;;HDTV;HD;Serie;;106;522;magnet:?xt=urn:btih:fe240768587ec84382e6667015d6c624738ce6a5;fe240768587ec84382e6667015d6c624738ce6a5;9c465ff26de4266a8c0c889f4babe17218477164;6.0;https://image.tmdb.org/t/p/w185/fmvJD9SFCfHJ4jxvYit1QFmm3bC.jpg
523;Celebrity [HDTV][1080p][Cap.101];Celebrity;Celebrity;;HDTV;FHD;Serie;;101;523;magnet:?xt=urn:btih:9c4300cca31fc81ecac4ba05692dd97fd375fe64;9c4300cca31fc81ecac4ba05692dd97fd375fe64;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
524;Celebrity [HDTV][1080p][Cap.102];Celebrity;Celebrity;;HDTV;FHD;Serie;;102;524;magnet:?xt=urn:btih:b9e11135575d3ed041088afa4b1df57cf1efc1ac;b9e11135575d3ed041088afa4b1df57cf1efc1ac;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
525;Celebrity [HDTV][1080p][Cap.103];Celebrity;Celebrity;;HDTV;FHD;Serie;;103;525;magnet:?xt=urn:btih:cd2548e901f377c38d5fa7dcdd545cfeb4ef6777;cd2548e901f377c38d5fa7dcdd545cfeb4ef6777;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
526;Celebrity [HDTV][1080p][Cap.104];Celebrity;Celebrity;;HDTV;FHD;Serie;;104;526;magnet:?xt=urn:btih:738add80e0a1143b95fe1870159b22809f9f4a8a;738add80e0a1143b95fe1870159b22809f9f4a8a;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
527;Celebrity [HDTV][1080p][Cap.105];Celebrity;Celebrity;;HDTV;FHD;Serie;;105;527;magnet:?xt=urn:btih:af7e7b5af018e9df1efadf67485c34bafd52ed6b;af7e7b5af018e9df1efadf67485c34bafd52ed6b;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
528;Celebrity [HDTV][1080p][Cap.106];Celebrity;Celebrity;;HDTV;FHD;Serie;;106;528;magnet:?xt=urn:btih:a64cf63605ca797fc910a484e1a8dc4ac9c98fc4;a64cf63605ca797fc910a484e1a8dc4ac9c98fc4;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
529;Celebrity [HDTV][1080p][Cap.107];Celebrity;Celebrity;;HDTV;FHD;Serie;;107;529;magnet:?xt=urn:btih:27c6856360f787279931359aaf9572780487c986;27c6856360f787279931359aaf9572780487c986;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
530;Celebrity [HDTV][1080p][Cap.108];Celebrity;Celebrity;;HDTV;FHD;Serie;;108;530;magnet:?xt=urn:btih:d3dc46118bc9420c4cd2852bdaa2408241fe75a7;d3dc46118bc9420c4cd2852bdaa2408241fe75a7;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
531;Celebrity [HDTV][1080p][Cap.109];Celebrity;Celebrity;;HDTV;FHD;Serie;;109;531;magnet:?xt=urn:btih:0702a5d9bbc7e98caf8ed8aebda13b834090d341;0702a5d9bbc7e98caf8ed8aebda13b834090d341;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
532;Celebrity [HDTV][1080p][Cap.110];Celebrity;Celebrity;;HDTV;FHD;Serie;;110;532;magnet:?xt=urn:btih:7ebd2304785e01f1337732f493e340bcc96f3c99;7ebd2304785e01f1337732f493e340bcc96f3c99;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
533;Celebrity [HDTV][1080p][Cap.111];Celebrity;Celebrity;;HDTV;FHD;Serie;;111;533;magnet:?xt=urn:btih:3fb87fd5ca9d73a9e1fa78fe609e8fe3fc9d821e;3fb87fd5ca9d73a9e1fa78fe609e8fe3fc9d821e;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
534;Celebrity [HDTV][1080p][Cap.112];Celebrity;Celebrity;;HDTV;FHD;Serie;;112;534;magnet:?xt=urn:btih:665c7b89dae42e24761b7d1f14b147ba6a2047e9;665c7b89dae42e24761b7d1f14b147ba6a2047e9;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
535;Celebrity [HDTV][480p][Cap.101];Celebrity;Celebrity;;HDTV;SD;Serie;;101;535;magnet:?xt=urn:btih:e111b18ee84f6d68d11837300993f95b20d0e20f;e111b18ee84f6d68d11837300993f95b20d0e20f;c95bd952417b2c686207821c01bb9c7dfafed01b;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
536;Celebrity [HDTV][480p][Cap.102];Celebrity;Celebrity;;HDTV;SD;Serie;;102;536;magnet:?xt=urn:btih:0511bded8b6d3f8bff377cab239e34bebfbdcadf;0511bded8b6d3f8bff377cab239e34bebfbdcadf;8d210dab3288721f34848bccf76a315c611ee82d;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
537;Celebrity [HDTV][480p][Cap.103];Celebrity;Celebrity;;HDTV;SD;Serie;;103;537;magnet:?xt=urn:btih:5e8bd36bc7b08c696b2cdd6d2ecc75302f315c5f;5e8bd36bc7b08c696b2cdd6d2ecc75302f315c5f;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
538;Celebrity [HDTV][480p][Cap.104];Celebrity;Celebrity;;HDTV;SD;Serie;;104;538;magnet:?xt=urn:btih:05eb94e60cac4fa878f91170958d6bc6c4cd1bb7;05eb94e60cac4fa878f91170958d6bc6c4cd1bb7;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
539;Celebrity [HDTV][480p][Cap.105];Celebrity;Celebrity;;HDTV;SD;Serie;;105;539;magnet:?xt=urn:btih:741ece812e1204dadc7fae3b1dd913d4fa5427f1;741ece812e1204dadc7fae3b1dd913d4fa5427f1;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
540;Celebrity [HDTV][480p][Cap.106];Celebrity;Celebrity;;HDTV;SD;Serie;;106;540;magnet:?xt=urn:btih:84da08653159dff24333549395d2eca18b7a3020;84da08653159dff24333549395d2eca18b7a3020;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
541;Celebrity [HDTV][480p][Cap.107];Celebrity;Celebrity;;HDTV;SD;Serie;;107;541;magnet:?xt=urn:btih:a4a2b82886214e240604432524488b7c033d7e8e;a4a2b82886214e240604432524488b7c033d7e8e;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
542;Celebrity [HDTV][480p][Cap.108];Celebrity;Celebrity;;HDTV;SD;Serie;;108;542;magnet:?xt=urn:btih:a98420ed73b9b0922922b911a91286e756f75e12;a98420ed73b9b0922922b911a91286e756f75e12;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
543;Celebrity [HDTV][480p][Cap.109];Celebrity;Celebrity;;HDTV;SD;Serie;;109;543;magnet:?xt=urn:btih:fefc5597bf0efa806417daeb6ef5ddb18ed4fe28;fefc5597bf0efa806417daeb6ef5ddb18ed4fe28;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
544;Celebrity [HDTV][480p][Cap.110];Celebrity;Celebrity;;HDTV;SD;Serie;;110;544;magnet:?xt=urn:btih:531b04ffd515ab7b864ebb1466c1ec3fa011d383;531b04ffd515ab7b864ebb1466c1ec3fa011d383;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
545;Celebrity [HDTV][480p][Cap.111];Celebrity;Celebrity;;HDTV;SD;Serie;;111;545;magnet:?xt=urn:btih:48f8d78d7d07d153bd00b1d312db1d9bd49e9765;48f8d78d7d07d153bd00b1d312db1d9bd49e9765;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
546;Celebrity [HDTV][480p][Cap.112];Celebrity;Celebrity;;HDTV;SD;Serie;;112;546;magnet:?xt=urn:btih:4f37d78853f1a98a97a25dab61f1ce4b57a2bbfc;4f37d78853f1a98a97a25dab61f1ce4b57a2bbfc;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
547;Celebrity [HDTV][720p][Cap.101];Celebrity;Celebrity;;HDTV;HD;Serie;;101;547;magnet:?xt=urn:btih:844607ccba58fb995229abd2a69a03ae2f5b1a18;844607ccba58fb995229abd2a69a03ae2f5b1a18;eef971540c361b176b54f9ad63c6740d8f1c3e95;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
548;Celebrity [HDTV][720p][Cap.102];Celebrity;Celebrity;;HDTV;HD;Serie;;102;548;magnet:?xt=urn:btih:06117f3007b32f6310b19f4eb6a31125ae5ee1e3;06117f3007b32f6310b19f4eb6a31125ae5ee1e3;42c1e6ab43293efc4528744df0dfdad7db06069f;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
549;Celebrity [HDTV][720p][Cap.103];Celebrity;Celebrity;;HDTV;HD;Serie;;103;549;magnet:?xt=urn:btih:0131d2dc01133f2eb1cb3b8a21d9609d1776dd66;0131d2dc01133f2eb1cb3b8a21d9609d1776dd66;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
550;Celebrity [HDTV][720p][Cap.104];Celebrity;Celebrity;;HDTV;HD;Serie;;104;550;magnet:?xt=urn:btih:4fd3252b4d4a0c7280dd4a4effc88fc759b770a0;4fd3252b4d4a0c7280dd4a4effc88fc759b770a0;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
551;Celebrity [HDTV][720p][Cap.105];Celebrity;Celebrity;;HDTV;HD;Serie;;105;551;magnet:?xt=urn:btih:abd4d83e09b35d0a4f3d2efb89bd1b4c2ff4a206;abd4d83e09b35d0a4f3d2efb89bd1b4c2ff4a206;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
552;Celebrity [HDTV][720p][Cap.106];Celebrity;Celebrity;;HDTV;HD;Serie;;106;552;magnet:?xt=urn:btih:6ce76e98cf18f1ff3777d75e36662ab88f44a904;6ce76e98cf18f1ff3777d75e36662ab88f44a904;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
553;Celebrity [HDTV][720p][Cap.107];Celebrity;Celebrity;;HDTV;HD;Serie;;107;553;magnet:?xt=urn:btih:9b25fc42215d533c766e62cfd9b7d3488cd9e58a;9b25fc42215d533c766e62cfd9b7d3488cd9e58a;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
554;Celebrity [HDTV][720p][Cap.108];Celebrity;Celebrity;;HDTV;HD;Serie;;108;554;magnet:?xt=urn:btih:0857014ff6b363c0f28d0842db0fe33efcf66ac3;0857014ff6b363c0f28d0842db0fe33efcf66ac3;0;6.0;https://image.tmdb.org/t/p/w185/naSNNiqgKDuOnKcUHcCE8suHmn6.jpg
555;Cenizas en el cielo (2023) [Bluray][1080p][Esp];Cenizas en el cielo (2023);Cenizas en el cielo;2023;Bluray;FHD;Pelicula;Castellano;;555;magnet:?xt=urn:btih:28045914fdf27072905a815533a6bdb229ba7ca9;28045914fdf27072905a815533a6bdb229ba7ca9;d9560bf9380ea710f7b663824c1ac767945efe55;6.9;https://image.tmdb.org/t/p/w185/A57wg9wBylZSnapg6k7Cvqyi6wF.jpg
556;Cenizas en el cielo (2023) [Bluray][480p][Esp];Cenizas en el cielo (2023);Cenizas en el cielo;2023;Bluray;SD;Pelicula;Castellano;;556;magnet:?xt=urn:btih:563b9bc516cc945058f2252a68a64cbbcea9776e;563b9bc516cc945058f2252a68a64cbbcea9776e;e5e2c07cbb63c365965f3b4526da20c7bb4b8a9c;6.9;https://image.tmdb.org/t/p/w185/A57wg9wBylZSnapg6k7Cvqyi6wF.jpg
557;Cenizas en el cielo (2023) [Bluray][720p][Esp];Cenizas en el cielo (2023);Cenizas en el cielo;2023;Bluray;HD;Pelicula;Castellano;;557;magnet:?xt=urn:btih:e6f651e323ea05f6481161481c2db96bb90ca874;e6f651e323ea05f6481161481c2db96bb90ca874;99a0ddc61711c38e92bec3bd4fbea2829f49b51d;6.9;https://image.tmdb.org/t/p/w185/A57wg9wBylZSnapg6k7Cvqyi6wF.jpg
558;Cesar Wagner [HDTV][480p][Cap.107];Cesar Wagner;Cesar Wagner;;HDTV;SD;Serie;;107;558;magnet:?xt=urn:btih:57ca3df3854f66ff44a68d9ed73f75d45a9543bc;57ca3df3854f66ff44a68d9ed73f75d45a9543bc;0;6.6;https://image.tmdb.org/t/p/w185/dXN5qNSd3321JS6e704VGINBS4k.jpg
559;Cesar Wagner [HDTV][720p][Cap.106];Cesar Wagner;Cesar Wagner;;HDTV;HD;Serie;;106;559;magnet:?xt=urn:btih:d5b8ef2122ae330a63fa7d22b37859c268e0eb05;d5b8ef2122ae330a63fa7d22b37859c268e0eb05;0;6.6;https://image.tmdb.org/t/p/w185/dXN5qNSd3321JS6e704VGINBS4k.jpg
560;Cesar Wagner [HDTV][720p][Cap.107];Cesar Wagner;Cesar Wagner;;HDTV;HD;Serie;;107;560;magnet:?xt=urn:btih:62748b5d7783256f5cb9542829100fa305655c64;62748b5d7783256f5cb9542829100fa305655c64;0;6.6;https://image.tmdb.org/t/p/w185/dXN5qNSd3321JS6e704VGINBS4k.jpg
561;Cesar Wagner [HDTV][Cap.106];Cesar Wagner;Cesar Wagner;;HDTV;;Serie;;106;561;magnet:?xt=urn:btih:452450508f50a3c911c51ad35e9e22dcb5dac7bc;452450508f50a3c911c51ad35e9e22dcb5dac7bc;97e188c3fe452c3dcc621ba1f01c004f8831fcb0;6.6;https://image.tmdb.org/t/p/w185/dXN5qNSd3321JS6e704VGINBS4k.jpg
562;Chef cinco estrellas_S01E01_Episodio 1;Chef cinco estrellas_S01E01_Episodio 1;Chef cinco estrellas_S01E01_Episodio 1;;;;Pelicula;;;562;magnet:?xt=urn:btih:3a5145fb4ff16449142dfd694d0bcef1d2cb87c9;3a5145fb4ff16449142dfd694d0bcef1d2cb87c9;0;;
563;Chef cinco estrellas_S01E02_Episodio 2;Chef cinco estrellas_S01E02_Episodio 2;Chef cinco estrellas_S01E02_Episodio 2;;;;Pelicula;;;563;magnet:?xt=urn:btih:092cf1e358150a8dabf2591b65f545e0b15b23fa;092cf1e358150a8dabf2591b65f545e0b15b23fa;0;;
564;Chef cinco estrellas_S01E06_Episodio 6;Chef cinco estrellas_S01E06_Episodio 6;Chef cinco estrellas_S01E06_Episodio 6;;;;Pelicula;;;564;magnet:?xt=urn:btih:84dec296f89cd8c3b0650a4ddc2102dbba12e125;84dec296f89cd8c3b0650a4ddc2102dbba12e125;0;;
565;Chicago Fire [HDTV][1080p][Cap.1101];Chicago Fire;Chicago Fire;;HDTV;FHD;Serie;;1101;565;magnet:?xt=urn:btih:e989e882d9d1154747cde9ffd7d06fd6f86ef294;e989e882d9d1154747cde9ffd7d06fd6f86ef294;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
566;Chicago Fire [HDTV][1080p][Cap.1102];Chicago Fire;Chicago Fire;;HDTV;FHD;Serie;;1102;566;magnet:?xt=urn:btih:78e9f279e1a84e6f8e29ed2ab2a5c62b71ab9535;78e9f279e1a84e6f8e29ed2ab2a5c62b71ab9535;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
567;Chicago Fire [HDTV][1080p][Cap.1103];Chicago Fire;Chicago Fire;;HDTV;FHD;Serie;;1103;567;magnet:?xt=urn:btih:e8bb9b2cd15cea62a9c53538358c10d71a4b561c;e8bb9b2cd15cea62a9c53538358c10d71a4b561c;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
568;Chicago Fire [HDTV][480p][Cap.1101];Chicago Fire;Chicago Fire;;HDTV;SD;Serie;;1101;568;magnet:?xt=urn:btih:8b8dd063e6194d6d3d0a506ff78fe20492c73b05;8b8dd063e6194d6d3d0a506ff78fe20492c73b05;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
569;Chicago Fire [HDTV][480p][Cap.1102];Chicago Fire;Chicago Fire;;HDTV;SD;Serie;;1102;569;magnet:?xt=urn:btih:a71859452b335e37285d28d0bbae4b71758f75d3;a71859452b335e37285d28d0bbae4b71758f75d3;a643acd6f0c4e433592f63b7e12a62ba771e4dda;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
570;Chicago Fire [HDTV][480p][Cap.1103];Chicago Fire;Chicago Fire;;HDTV;SD;Serie;;1103;570;magnet:?xt=urn:btih:3e3bbc49e56feaf611f99de699d98109b5c73ebc;3e3bbc49e56feaf611f99de699d98109b5c73ebc;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
571;Chicago Fire [HDTV][720p][Cap.1101];Chicago Fire;Chicago Fire;;HDTV;HD;Serie;;1101;571;magnet:?xt=urn:btih:d93afd869b23c9080f9a123991bf3f4b5f973145;d93afd869b23c9080f9a123991bf3f4b5f973145;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
572;Chicago Fire [HDTV][720p][Cap.1102];Chicago Fire;Chicago Fire;;HDTV;HD;Serie;;1102;572;magnet:?xt=urn:btih:875b2d49a2448a36cf57ea1532d4f8524b7544f7;875b2d49a2448a36cf57ea1532d4f8524b7544f7;4101ba5be186aa76accbafc85a9a58a858dfc868;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
573;Chicago Fire [HDTV][720p][Cap.1103];Chicago Fire;Chicago Fire;;HDTV;HD;Serie;;1103;573;magnet:?xt=urn:btih:c83baa7877abf1d005d393492180f1b85e9d546c;c83baa7877abf1d005d393492180f1b85e9d546c;0;8.4;https://image.tmdb.org/t/p/w185/iiI1YU8akLYWdWuX1qHuMYPvSHC.jpg
574;Chicos 1x22;Chicos 1x22;Chicos 1x22;;;;Pelicula;;;574;magnet:?xt=urn:btih:dee0f869447e02a8bfd7d0bc48c4ac0190f0c5bb;dee0f869447e02a8bfd7d0bc48c4ac0190f0c5bb;0;;
575;Chicos 1x29;Chicos 1x29;Chicos 1x29;;;;Pelicula;;;575;magnet:?xt=urn:btih:81652401338e378256858c328424b7f220324133;81652401338e378256858c328424b7f220324133;0;;
576;Chicos 1x30;Chicos 1x30;Chicos 1x30;;;;Pelicula;;;576;magnet:?xt=urn:btih:564ae0bd97d066d96e0ea4d116965e63eabcaea8;564ae0bd97d066d96e0ea4d116965e63eabcaea8;0;;
577;Chicos 1x31;Chicos 1x31;Chicos 1x31;;;;Pelicula;;;577;magnet:?xt=urn:btih:714e82fa05d9ad738bb797fa162816f77d50e88f;714e82fa05d9ad738bb797fa162816f77d50e88f;6214c321bec2fa172522cd3665c40d89e330c712;;
578;Chicos 1x32;Chicos 1x32;Chicos 1x32;;;;Pelicula;;;578;magnet:?xt=urn:btih:49f4e5ee7592c0ce61cf03451d0cc9b2bf4528d8;49f4e5ee7592c0ce61cf03451d0cc9b2bf4528d8;0;;
579;Chicos 1x33;Chicos 1x33;Chicos 1x33;;;;Pelicula;;;579;magnet:?xt=urn:btih:4537225c71897f8bbcdc3f6b44946d93bda72de1;4537225c71897f8bbcdc3f6b44946d93bda72de1;0;;
580;Chicos 1x34;Chicos 1x34;Chicos 1x34;;;;Pelicula;;;580;magnet:?xt=urn:btih:725648e6082bb269ec33caaa3b4a1231b3986ade;725648e6082bb269ec33caaa3b4a1231b3986ade;0;;
581;Chicos 1x35;Chicos 1x35;Chicos 1x35;;;;Pelicula;;;581;magnet:?xt=urn:btih:682b95dacde082497e52dd1f51e949ca6493b086;682b95dacde082497e52dd1f51e949ca6493b086;0;;
582;Chicos 1x36;Chicos 1x36;Chicos 1x36;;;;Pelicula;;;582;magnet:?xt=urn:btih:bcb410778ef09a80eed3656de1df026742cf0955;bcb410778ef09a80eed3656de1df026742cf0955;0;;
583;Chicos 1x37;Chicos 1x37;Chicos 1x37;;;;Pelicula;;;583;magnet:?xt=urn:btih:bd4a2965c7b752f6173b11a9f46ed6ad595bfc27;bd4a2965c7b752f6173b11a9f46ed6ad595bfc27;0;;
584;Chicos 1x40;Chicos 1x40;Chicos 1x40;;;;Pelicula;;;584;magnet:?xt=urn:btih:32404d862c23a2bb431bb3e62678e9b508db4053;32404d862c23a2bb431bb3e62678e9b508db4053;0;;
585;Chicos 1x41;Chicos 1x41;Chicos 1x41;;;;Pelicula;;;585;magnet:?xt=urn:btih:6e3dadcc1045ae6bf8627755a5e5d36fec73ebd1;6e3dadcc1045ae6bf8627755a5e5d36fec73ebd1;0;;
586;Chicos 1x42;Chicos 1x42;Chicos 1x42;;;;Pelicula;;;586;magnet:?xt=urn:btih:c7b810590a058da93abdd68c8b67cc8a517482e8;c7b810590a058da93abdd68c8b67cc8a517482e8;0;;
587;Chicos 1x44;Chicos 1x44;Chicos 1x44;;;;Pelicula;;;587;magnet:?xt=urn:btih:d48c7805e86fbe3d6127dc6dbaefa7b7b5beb9a9;d48c7805e86fbe3d6127dc6dbaefa7b7b5beb9a9;0;;
